id,category,typst,typst_kind,docx,docx_part,typst_to_docx,docx_to_typst,implementation_t2d,implementation_d2t,notes
M0426,DOCX-specific,locale and theme metadata,closest Typst representation,w:settings themeFontLang/decimalSymbol/listSeparator,multiple OOXML parts,approximate,approximate,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0427,DOCX-specific,no semantic counterpart,closest Typst representation,w:settings rsids and session identifiers,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0428,DOCX-specific,inline/floating image or placed content,closest Typst representation,wp:inline and wp:anchor,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0429,DOCX-specific,image extent/effects/alt text/title,closest Typst representation,wp:extent/effectExtent/docPr,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0430,DOCX-specific,image wrapping,closest Typst representation,wp:wrapNone/wrapSquare/wrapTight/wrapThrough/wrapTopAndBottom,multiple OOXML parts,approximate,approximate,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0431,DOCX-specific,place alignment and offsets,closest Typst representation,wp:positionH/positionV/simplePos,multiple OOXML parts,approximate,approximate,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0432,DOCX-specific,floating placement metadata,closest Typst representation,wp:anchor relativeHeight/behindDoc/layoutInCell/locked/allowOverlap,multiple OOXML parts,approximate,approximate,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0433,DOCX-specific,image source/crop/transform/extent,closest Typst representation,a:blip/a:srcRect/a:xfrm/a:ext,multiple OOXML parts,high,high,partial,full,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0434,DOCX-specific,Typst shape geometry/stroke/fill,closest Typst representation,a:prstGeom/a:custGeom/a:ln/fill,multiple OOXML parts,approximate,approximate,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0435,DOCX-specific,comment threading/resolution metadata,closest Typst representation,commentsExtended.xml/commentsExtensible.xml/commentsIds.xml,multiple OOXML parts,approximate,approximate,partial,partial,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0436,DOCX-specific,comment/revision author metadata,closest Typst representation,people.xml author identities,multiple OOXML parts,approximate,approximate,partial,partial,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0437,DOCX-specific,text/paragraph style effects,closest Typst representation,stylesWithEffects.xml,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0438,DOCX-specific,bibliography/citation keys and metadata,closest Typst representation,bibliography.xml source records,multiple OOXML parts,approximate,approximate,partial,partial,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0439,DOCX-specific,image or raw drawing payload,closest Typst representation,ink/inkML parts,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0440,DOCX-specific,raw embedded object/content-control fallback,closest Typst representation,ActiveX controls and control properties,multiple OOXML parts,preserve,preserve,partial,preserve,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0441,DOCX-specific,no document-semantic counterpart,closest Typst representation,customUI/ribbon parts,multiple OOXML parts,none,none,none,none,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
M0442,DOCX-specific,converter mode/package metadata,closest Typst representation,document conformance strict/transitional,multiple OOXML parts,approximate,approximate,partial,partial,Unsupported Word extensions are retained as compressed raw OOXML when possible; exact package recovery is available for untouched generated counterparts.
